collision_type,recommended_action,order_number,client_name,property_address,existing_order_id,existing_order_number,existing_client_name,source_file,source_row
exact_existing_order_number,skip_existing,2025459,Superior Credit Union,1401 Commerce Drive,2dd527a6-5b58-4b3d-9a8a-b7bffc65d77a,2025459,Superior Credit Union,falcon_2025_orders_enriched_review.csv,269
exact_existing_order_number,skip_existing,2025460,Superior Credit Union,907 Apollo Drive,8cdd3e14-1335-463a-aa39-37739231096a,2025460,Superior Credit Union,falcon_2025_orders_enriched_review.csv,270
exact_existing_order_number,skip_existing,2025461,Superior Credit Union,872 N. Washington Street,8f37e290-dc99-4d34-b558-b6eda08e31eb,2025461,Superior Credit Union,falcon_2025_orders_enriched_review.csv,271
exact_existing_order_number,skip_existing,2025463,Buckeye Community Bank,449-457 McCleery St & 458 Fisher Hill,9c43ad68-ce9d-4540-8da1-e181993e0f65,2025463,Buckeye Community Bank,falcon_2025_orders_enriched_review.csv,272
exact_existing_order_number,skip_existing,2025464,Mark Niemeyer,4251 East Rd,40b8e83e-8f13-459f-9385-462b22bbc0ac,2025464,Mark Niemeyer,falcon_2025_orders_enriched_review.csv,273
exact_existing_order_number,skip_existing,2025465,Genoa Banking Company,625 Main Street,7e1d47e1-b0cb-4a59-a6af-4137eb6bd9af,2025465,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,274
exact_existing_order_number,skip_existing,2025466,Genoa Banking Company,11407 Corduroy Road,76972868-aa0d-4f0e-ba94-92ad012ac45c,2025466,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,275
exact_existing_order_number,skip_existing,2025467,Genoa Banking Company,103 W 8th Street,ca504dc1-21d4-4b7c-a838-2d358fc28045,2025467,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,276
exact_existing_order_number,skip_existing,2025468,Superior Credit Union,5744 Southwyck Blvd,8ab219aa-755e-4c65-9080-2fa2c5351372,2025468,Superior Credit Union,falcon_2025_orders_enriched_review.csv,277
exact_existing_order_number,skip_existing,2025469,Genoa Banking Company,29075 Cramer Street,ea0fe6d4-e06f-4dd6-b72c-a6d5f1bbeb58,2025469,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,278
exact_existing_order_number,skip_existing,2025470,KeyBank,2645 & 2655 Central Ave,9538b88d-cf45-4615-b19c-8c4b6192d35c,2025470,KeyBank,falcon_2025_orders_enriched_review.csv,279
exact_existing_order_number,skip_existing,2025471,Fair Rental Values,10000 S Westnedge Avenue,feeac2b4-e90f-45c5-94f7-543c3ebd472b,2025471,Fair Rental Values,falcon_2025_orders_enriched_review.csv,280
exact_existing_order_number,skip_existing,2025472,State Bank & Trust Co.,17001 National Rd & Mudsock Rd,a522c98d-d65f-450f-a47a-d4886c7cfc98,2025472,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,281
exact_existing_order_number,skip_existing,2025473,Truliant Federal Credit Union,2605 W 14 Mile Rd,966730b7-e12d-44ea-9376-4411cf5b36db,2025473,Truliant Federal Credit Union,falcon_2025_orders_enriched_review.csv,282
exact_existing_order_number,skip_existing,2025474,Union Bank,580 N Cable Road,7ca0f57d-0498-4f24-837d-5126bb19a5f6,2025474,The Union Bank Company,falcon_2025_orders_enriched_review.csv,283
exact_existing_order_number,skip_existing,2025475,Old Fort Bank,540 E CR 89,6652ee6b-b84a-45db-b277-4d272ff4dd91,2025475,Old Fort Bank,falcon_2025_orders_enriched_review.csv,284
exact_existing_order_number,skip_existing,2025476,Farm Service Agency,County Road D,fe0b5ebb-0a8e-4790-9a7a-9d4d9c1e8421,2025476,Farm Service Agency,falcon_2025_orders_enriched_review.csv,285
exact_existing_order_number,skip_existing,2025477,Genoa Banking Company,5216 E. Harbor Road,563b76c1-06a6-467e-a75f-784768830224,2025477,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,286
exact_existing_order_number,skip_existing,2025482,Middlefield Banking Company,8918 Bundysburg Windsor Rd,6e823613-77a6-4b9e-9a4b-38d57ba8d444,2025482,Middlefield Banking Company,falcon_2025_orders_enriched_review.csv,287
exact_existing_order_number,skip_existing,2025485,KEMBA Financial Credit Union,5675 Avery Road,68e86f3f-c234-4c86-a673-6dbe173dc190,2025485,KEMBA Financial Credit Union,falcon_2025_orders_enriched_review.csv,288
exact_existing_order_number,skip_existing,2025486,KEMBA Financial Credit Union,6000 Memorial Drive,f5fafac1-fbd8-479d-aede-80b2728f50f5,2025486,KEMBA Financial Credit Union,falcon_2025_orders_enriched_review.csv,289
exact_existing_order_number,skip_existing,2025487,Croghan Colonial Bank,"Multiple Properties - Ottawa, OH, Sylvania, OH",966ddd61-4168-4868-b02f-0f561f504e3c,2025487,Croghan Colonial Bank,falcon_2025_orders_enriched_review.csv,290
exact_existing_order_number,skip_existing,2025488,Superior Credit Union,4389 Mt. Carmel Tobasco Rd,ec1d8478-4934-4c56-89e0-a1544aa63d5e,2025488,Superior Credit Union,falcon_2025_orders_enriched_review.csv,291
exact_existing_order_number,skip_existing,2025490,Union Bank,209 W. Sycamore Street,cf391ce7-e904-4196-9c24-098cea23db10,2025490,The Union Bank Company,falcon_2025_orders_enriched_review.csv,292
exact_existing_order_number,skip_existing,2025491,Genoa Banking Company,7055-7113 S. Westnedge Avenue,20f4c5f4-0b1d-4811-b745-01e209463f96,2025491,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,293
exact_existing_order_number,skip_existing,2025492,Directions Credit Union,4239 Lewis Avenue,218c5904-55c9-464f-98b1-7a89c3ce462f,2025492,Directions Credit Union,falcon_2025_orders_enriched_review.csv,294
exact_existing_order_number,skip_existing,2025493,Mark Miller,794 Bennett Road,32861dcf-ca9e-4c6d-ad2d-32da189a47af,2025493,Mark Miller,falcon_2025_orders_enriched_review.csv,295
exact_existing_order_number,skip_existing,2025494,KEMBA Financial Credit Union,398-404 S. Central Avenue,2e9807d5-a16e-4ec1-a47d-aded43d7acad,2025494,KEMBA Financial Credit Union,falcon_2025_orders_enriched_review.csv,296
exact_existing_order_number,skip_existing,2025495,George Reiser,Multiple Parcels,e20db354-6549-4971-b73f-1ad13b761ec2,2025495,George Reiser,falcon_2025_orders_enriched_review.csv,297
exact_existing_order_number,skip_existing,2025501,Jeremy Coakley,534 W Laskey Road,bebf8ba4-80fc-4501-ac42-5592ed0c4225,2025501,Jeremy Coakley,falcon_2025_orders_enriched_review.csv,298
exact_existing_order_number,skip_existing,2025502,Cary Long,King Road,e3dd3d8e-26a6-4e00-81c0-5dd0dbda1600,2025502,Cary Long,falcon_2025_orders_enriched_review.csv,299
exact_existing_order_number,skip_existing,2025503,Farmers & Merchants State Bank,1038 W High Street,d2aa0ed9-6e4c-4d40-ab31-3a38e7bce288,2025503,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,300
exact_existing_order_number,skip_existing,2025505,State Bank & Trust Co.,1607 W High Street,cb33ebc1-4e7c-4336-b867-f11a2956ebe7,2025505,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,301
exact_existing_order_number,skip_existing,2025506,State Bank & Trust Co.,100 E Kiracofe Avenue,46f0a078-8e18-4a5d-9f42-e5f5d483b174,2025506,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,302
exact_existing_order_number,skip_existing,2025507,State Bank & Trust Co.,1350 N Cable Road,f04f7d17-1aa5-44e1-a8fa-3b4a962564fe,2025507,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,303
exact_existing_order_number,skip_existing,2025508,Union Bank,851 State Route 103,909e9617-9e3c-4e13-b810-c9b62ba60c87,2025508,The Union Bank Company,falcon_2025_orders_enriched_review.csv,304
exact_existing_order_number,skip_existing,2025509,Farmers & Merchants State Bank,1635 S McCord Road,d2fd7eb2-a7aa-4946-8eaf-265c7bb91f95,2025509,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,305
exact_existing_order_number,skip_existing,2025510,Farmers & Merchants State Bank,5454 Airport Highway,4814ac60-4891-4595-b69d-9210f5da0dcd,2025510,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,306
exact_existing_order_number,skip_existing,2025511,Farmers & Merchants State Bank,5444 Airport Highway,98fc3d94-bbf7-4fa9-b927-7c085f4db7bf,2025511,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,307
exact_existing_order_number,skip_existing,2025513,Union Bank,1190 E. Kibby Street,68ef9a3e-e1c0-48b9-8925-d620debff817,2025513,The Union Bank Company,falcon_2025_orders_enriched_review.csv,308
exact_existing_order_number,skip_existing,2025514,Union Bank,906 W. Lima Street,f7bfffe4-d7a4-490d-9288-f5122921b51a,2025514,The Union Bank Company,falcon_2025_orders_enriched_review.csv,309
exact_existing_order_number,skip_existing,2025515,Fair Rental Values,"41 Country Club Dr, Bldg. 3",8138c44f-ebcc-4a08-bee9-12054742b7b7,2025515,Fair Rental Values,falcon_2025_orders_enriched_review.csv,310
exact_existing_order_number,skip_existing,2025516,KEMBA Financial Credit Union,3204-3254 Summerhill Lane,41ad5151-e2e8-45a5-a1c2-dece72b2e745,2025516,KEMBA Financial Credit Union,falcon_2025_orders_enriched_review.csv,311
exact_existing_order_number,skip_existing,2025517,KEMBA Financial Credit Union,100 McMillen Avenue,b2afd732-46fd-4945-af50-9d82e8fc3175,2025517,KEMBA Financial Credit Union,falcon_2025_orders_enriched_review.csv,312
exact_existing_order_number,skip_existing,2025518,Civista Bank,601 Monroe Street,8ee00a2f-58af-4026-8ec8-f92c7764ce0a,2025518,Civista Bank,falcon_2025_orders_enriched_review.csv,313
exact_existing_order_number,skip_existing,2025519,Farmers & Merchants State Bank,402 E Washington Street,3ca04b1b-14cc-4775-b427-db5c26b3c99e,2025519,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,314
exact_existing_order_number,skip_existing,2025520,Genoa Banking Company,2017 W Sylvania Avenue,b610d0d3-7dc6-48a0-91c1-51de774649dc,2025520,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,315
exact_existing_order_number,skip_existing,2025521,Mr. Dan Wott,12855 Eckel Junction Road,5d15a18c-971c-4a73-97ce-29dd96fff3ab,2025521,Mr. Dan Wott,falcon_2025_orders_enriched_review.csv,316
exact_existing_order_number,skip_existing,2025523,Ms. Lynn Phillips,1946 N 13th Street,1ddcdad1-96e9-4873-9415-8916b45da1e3,2025523,Ms. Lynn Phillips,falcon_2025_orders_enriched_review.csv,317
exact_existing_order_number,skip_existing,2025524,Union Bank,206 N Main Street,884349a8-5963-48e6-814f-cb1c0b8698cd,2025524,The Union Bank Company,falcon_2025_orders_enriched_review.csv,318
exact_existing_order_number,skip_existing,2025525,Genoa Banking Company,925 W Lakeshore Drive,18cd4f9e-1b09-40d8-b2c8-0ba10f06ed90,2025525,Genoa Banking Company,falcon_2025_orders_enriched_review.csv,319
exact_existing_order_number,skip_existing,2025529,State Bank & Trust Co.,0 County Rd 7,2a689688-c959-47f0-b79e-68458f8118c4,2025529,State Bank & Trust Co.,falcon_2025_orders_enriched_review.csv,320
exact_existing_order_number,skip_existing,238836,WesBanco Bank,521 & 525 S. Walnut Street,2d2aa5f3-323e-4db2-8ff8-0fc17ad66700,238836,WesBanco Bank,falcon_2025_orders_enriched_review.csv,321
exact_existing_order_number,skip_existing,239742,WesBanco Bank,27068 Hoffman Road,cfaca114-7606-4eea-8806-4314eea75af8,239742,WesBanco Bank,falcon_2025_orders_enriched_review.csv,322
exact_existing_order_number,skip_existing,240127,WesBanco Bank,6700 Road 5,31065042-52b7-4e23-bdb5-49bc83d5a111,240127,WesBanco Bank,falcon_2025_orders_enriched_review.csv,323
exact_existing_order_number,skip_existing,240331,WesBanco Bank,90 State Route 103,db67829f-f275-4da9-9c77-1d18f9a104c2,240331,WesBanco Bank,falcon_2025_orders_enriched_review.csv,324
exact_existing_order_number,skip_existing,25-000074-01,Citizens National Bank,2716 N Main Street,adde90ec-02e7-4682-9305-923d64a4cfa9,25-000074-01,Citizens National Bank,falcon_2025_orders_enriched_review.csv,325
exact_existing_order_number,skip_existing,25-000298-01,Citizens National Bank,125 East Buckeye Street,b82537c8-d14d-4c46-86cf-a8134687335d,25-000298-01,Citizens National Bank,falcon_2025_orders_enriched_review.csv,326
exact_existing_order_number,skip_existing,25-000323-01,Citizens National Bank,531 West Kibby Street,f9f499c7-3db1-4fcb-981e-bf64711a40e2,25-000323-01,Citizens National Bank,falcon_2025_orders_enriched_review.csv,327
exact_existing_order_number,skip_existing,25-000404-01,Citizens National Bank,0 CR 96,ce90b4f5-fc26-4a4f-a792-db508efa7c8b,25-000404-01,Citizens National Bank,falcon_2025_orders_enriched_review.csv,328
exact_existing_order_number,skip_existing,25-000404-02,Citizens National Bank,0 TR 117,9f446ed5-05a1-4a67-886a-0c283d02dbf2,25-000404-02,Citizens National Bank,falcon_2025_orders_enriched_review.csv,329
exact_existing_order_number,skip_existing,25-000404-03,Citizens National Bank,0 TR 123,4f7f979d-f40c-404b-9ab5-c8f34c2a860f,25-000404-03,Citizens National Bank,falcon_2025_orders_enriched_review.csv,330
exact_existing_order_number,skip_existing,25-000406-01,Citizens National Bank,7398 Road Q,65bbbec1-2abb-4f30-ba16-6b6e2b09affd,25-000406-01,Citizens National Bank,falcon_2025_orders_enriched_review.csv,331
exact_existing_order_number,skip_existing,25-000579-01,Farmers & Merchants State Bank,13600 County Road 27,893eec13-82c9-4022-b88d-93d4749510c4,25-000579-01,Farmers & Merchants State Bank,falcon_2025_orders_enriched_review.csv,332
exact_existing_order_number,skip_existing,500,WesBanco Bank,1024 Heritage Trail,08cfc65b-9388-4267-a873-6b82d53ae69a,500,WesBanco Bank,falcon_2025_orders_enriched_review.csv,333
exact_existing_order_number,skip_existing,OH32020250023,Farm Service Agency,Harris Rd,e5abd75e-7a8d-4c26-bd13-61851c61424a,OH32020250023,Farm Service Agency,falcon_2025_orders_enriched_review.csv,334
exact_existing_order_number,skip_existing,OH32020250027,Farm Service Agency,13332 Shaffer Road,7cea54c9-2e15-4067-a7b0-9f0de60ffe0f,OH32020250027,Farm Service Agency,falcon_2025_orders_enriched_review.csv,335
exact_existing_order_number,skip_existing,OH32020250030,Farm Service Agency,County Road T,f29bfbb8-2709-41f1-998f-f453c261d67e,OH32020250030,Farm Service Agency,falcon_2025_orders_enriched_review.csv,336
exact_existing_order_number,skip_existing,OH32020250033,Farm Service Agency,County Road B,b10b42ff-d6b3-4a96-811b-a0f28d738a82,OH32020250033,Farm Service Agency,falcon_2025_orders_enriched_review.csv,337
exact_existing_order_number,skip_existing,OH32020250037,FSA and F&M State Bank,County Road T and County Road 4A,184a93ed-e54a-4dba-9ba4-08921e7a1590,OH32020250037,FSA and F&M State Bank,falcon_2025_orders_enriched_review.csv,338
exact_existing_order_number,skip_existing,OH32020250045,FSA & F&M Bank,County Road J,c506f6b3-87fb-4df5-9570-8be42ae1cb97,OH32020250045,FSA & F&M Bank,falcon_2025_orders_enriched_review.csv,339
exact_existing_order_number,skip_existing,OH32020250049,FSA & F&M State Bank,US 20 & Co Rd 10,eb5138c6-0089-4fd1-93dc-b0ae4e6f51dd,OH32020250049,FSA and F&M State Bank,falcon_2025_orders_enriched_review.csv,340
exact_existing_order_number,skip_existing,OH33920250018,Farm Service Agency,Co Rds 201 & 203,97f65684-7516-4bc9-af87-4e8277de6294,OH33920250018,Farm Service Agency,falcon_2025_orders_enriched_review.csv,341
exact_existing_order_number,skip_existing,OH33920260003,Farm Service Agency,1607 County Road 222,aa69a4be-3e09-4f16-bdc2-96ae01937f26,OH33920260003,Farm Service Agency,falcon_2025_orders_enriched_review.csv,342
exact_existing_order_number,skip_existing,OH36920250037,Farm Service Agency,10480 Twp Road 30,688e3cd4-d2db-443b-9aa0-885e4d098648,OH36920250037,Farm Service Agency,falcon_2025_orders_enriched_review.csv,343
exact_existing_order_number,skip_existing,WR,WesBanco Bank,235 W Front Street,ecf3f0c4-a52d-42ed-a6a7-0c4b2e0f4e37,WR,WesBanco Bank,falcon_2025_orders_enriched_review.csv,344
exact_existing_order_number,skip_existing,n,WesBanco Bank,Greensburg Twp. Sec. 25 W SW,4fb3f7d4-7210-46e8-a778-b8ca05f135c7,n,WesBanco Bank,falcon_2025_orders_enriched_review.csv,345
exact_existing_order_number,skip_existing,2026001,Fair Rental Values,1388 Sportsman Lake Road,c68ebf07-ffc7-4699-a3f1-f55501c35263,2026001,Fair Rental Values,falcon_2026_orders_enriched_review.csv,2
exact_existing_order_number,skip_existing,2026002,Fair Rental Values,37101 SE Dunn Road,ffae369f-0b6b-4ef3-9717-51c4bf837b24,2026002,Fair Rental Values,falcon_2026_orders_enriched_review.csv,3
exact_existing_order_number,skip_existing,2026003,Middlefield Banking Company,302 E Lima Street,57751dfa-e714-4fdc-a434-753718af5c27,2026003,Middlefield Banking Company,falcon_2026_orders_enriched_review.csv,4
exact_existing_order_number,skip_existing,2026004,Croghan Colonial Bank,622 Franklin Avenue,375b7d31-92c4-4ea4-811e-1fe1c4b49f1b,2026004,Croghan Colonial Bank,falcon_2026_orders_enriched_review.csv,5
exact_existing_order_number,skip_existing,2026006,Union Bank,12540 S. Dixie Highway,f8585fa5-a2b7-46c4-a975-60bc8b564fca,2026006,The Union Bank Company,falcon_2026_orders_enriched_review.csv,6
exact_existing_order_number,skip_existing,2026007,Directions Credit Union,2200 W Alexis Road,94e25533-0eb4-45ac-bdb3-922fb5fbb37c,2026007,Directions Credit Union,falcon_2026_orders_enriched_review.csv,7
exact_existing_order_number,skip_existing,2026008,KEMBA Financial Credit Union,939 Wooster Road,149e62ab-a579-4562-b5e4-d44b94e2f236,2026008,KEMBA Financial Credit Union,falcon_2026_orders_enriched_review.csv,8
exact_existing_order_number,skip_existing,2026009,Ms. Patricia Lyden,4804 Lewis Avenue,d49463e1-c075-4b19-b350-d637f8b7a9dd,2026009,Ms. Patricia Lyden,falcon_2026_orders_enriched_review.csv,9
exact_existing_order_number,skip_existing,2026010,Richwood Banking Company,Multiple Addresses,798dff7b-0454-42f4-b0db-f62a79ba9a7e,2026010,The Union Bank Company,falcon_2026_orders_enriched_review.csv,10
exact_existing_order_number,skip_existing,2026011,State Bank & Trust Co.,"Multiple Addresses - Edgerton, West Unity, Delta",36fc34f6-d725-44cd-9fe6-87701aff52c2,2026011,The Union Bank Company,falcon_2026_orders_enriched_review.csv,11
exact_existing_order_number,skip_existing,2026012,Citizens National Bank,5720 Gay Street,b63259c1-c32f-49ea-b040-6ad171e3b224,2026012,The State Bank and Trust Company,falcon_2026_orders_enriched_review.csv,12
exact_existing_order_number,skip_existing,2026013,Citizens National Bank,3026 Haughton Drive,682301ac-be0e-4dbd-8227-e84825cb5bcc,2026013,The State Bank and Trust Company,falcon_2026_orders_enriched_review.csv,13
exact_existing_order_number,skip_existing,2026014,Genoa Banking Company,1031 Hancock Street,c2dc270f-1b8a-4440-8b8d-6cf0a6e7e5e2,2026014,The State Bank and Trust Company,falcon_2026_orders_enriched_review.csv,14
exact_existing_order_number,skip_existing,2026016,Community Choice Credit Union,1701-1703 Broadway Street,63d49a5e-2b8f-4dd8-8874-65c008f02ece,2026016,V2 Ventures - Zach Lesser,falcon_2026_orders_enriched_review.csv,15
exact_existing_order_number,skip_existing,2026021,Union Bank,5330 State Route 186,2a3db743-3ac7-41dd-a3af-32f65d6ff4bf,2026021,Superior Credit Union,falcon_2026_orders_enriched_review.csv,16
exact_existing_order_number,skip_existing,2026022,Genoa Banking Company,2321 East State Road,5aad6259-ff25-4c65-aa8d-c4137c250e72,2026022,Superior Credit Union,falcon_2026_orders_enriched_review.csv,17
exact_existing_order_number,skip_existing,2026023,Farmers & Merchants State Bank,521 Louisiana Avenue,25f0bf04-203f-4379-865b-72e374ae476d,2026023,Superior Credit Union,falcon_2026_orders_enriched_review.csv,18
exact_existing_order_number,skip_existing,2026025,Genoa Banking Company,4407 Venice Rd,eadd8669-12d1-4ac8-9f7f-fd00f1a8782e,2026025,First American Bank,falcon_2026_orders_enriched_review.csv,19
exact_existing_order_number,skip_existing,2026026,Genoa Banking Company,4319 Venice Rd,ff182cf8-7295-4d36-a841-2336dcc02db6,2026026,First American Bank,falcon_2026_orders_enriched_review.csv,20
exact_existing_order_number,skip_existing,2026028,Genoa Banking Company,Multiple Addresses - Fremont,fea47dfb-e28d-49c9-977f-b7c8b36b65e7,2026028,First American Bank,falcon_2026_orders_enriched_review.csv,21
exact_existing_order_number,skip_existing,2026029,KeyBank,918 Bunker Hill Rd,ee98548e-196c-4c86-83f1-a8df23c2224c,2026029,First American Bank,falcon_2026_orders_enriched_review.csv,22
exact_existing_order_number,skip_existing,2026030,Live Oak Bank,450 East Michigan Ave,ad542bff-66d1-451f-abb8-7e01d13dcec5,2026030,First American Bank,falcon_2026_orders_enriched_review.csv,23
exact_existing_order_number,skip_existing,2026032,Richwood Banking Company,102 N Dixie Hwy,cf9c1892-c5dd-4faa-a1f2-80ec6ffc2042,2026032,First American Bank,falcon_2026_orders_enriched_review.csv,24
exact_existing_order_number,skip_existing,2026033,Peter Dewhirst,2503 Tiffany Ct,6f15da94-5d2f-4ab0-b609-45d5bf9776c6,2026033,First American Bank,falcon_2026_orders_enriched_review.csv,25
exact_existing_order_number,skip_existing,2026035,Canterbury Capital,2359 Grant Street,3f5ab45b-5728-4366-a8b7-f1a60f54e2de,2026035,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,26
exact_existing_order_number,skip_existing,2026036,Canterbury Capital,1565 Bairdstown Road,665e06ce-4881-4f7d-b191-add45985270a,2026036,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,27
exact_existing_order_number,skip_existing,2026037,Canterbury Capital,2041 Northwest Parkway,f27abd4e-dd18-41d2-b7e5-6c320f122674,2026037,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,28
exact_existing_order_number,skip_existing,2026038,State Bank & Trust Co.,658 W Market St,13173605-d43d-40b7-b51b-b516f6db320a,2026038,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,29
exact_existing_order_number,skip_existing,2026040,Genoa Banking Company,1289 Conant Street,d41739f5-9492-4ecc-b21b-b73394724376,2026040,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,30
exact_existing_order_number,skip_existing,2026041,Richwood Banking Company,7100 New Albany Links Drive,9d08f46a-377e-453e-8efe-2916b51665b4,2026041,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,31
exact_existing_order_number,skip_existing,2026042,Huntington National Bank,4100 Chappel Drive,a81bb936-2fa0-4f03-ab9c-98de05f727b9,2026042,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,32
exact_existing_order_number,skip_existing,2026043,Tony Osman,5962 Hagman Road,25340552-958d-4561-9ad7-2d620aa88ae1,2026043,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,33
exact_existing_order_number,skip_existing,2026044,Live Oak Bank,45399 Utica Park Blvd,711c276c-4d48-4c36-a761-66140329ddcd,2026044,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,34
exact_existing_order_number,skip_existing,2026045,Middlefield Banking Company,0 US RT 68,fc0e9169-857b-4c1c-a9e0-92912d74a79b,2026045,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,35
exact_existing_order_number,skip_existing,2026046,Daniel Kasper,858 Capital Commons Dr,b18fdd7a-7dc9-46bf-955e-9967048fb135,2026046,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,36
exact_existing_order_number,skip_existing,2026047,Daniel Kasper,7844 W Central Avenue,79fa9142-b433-4c35-a1f8-e5f6a3e3b25c,2026047,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,37
exact_existing_order_number,skip_existing,2026048,Daniel Kasper,7850 W Central Avenue,e353a0f9-78f1-465b-95f0-c984226ca535,2026048,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,38
exact_existing_order_number,skip_existing,2026049,Daniel Kasper,7944 W Central Avenue,08caf1d8-1cff-4dec-8a51-8ba37eb4e517,2026049,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,39
exact_existing_order_number,skip_existing,2026050,State Bank & Trust Co.,900 S Defiance Street,98e51f99-ddb5-4f8b-9e93-33a86ed02ee7,2026050,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,40
exact_existing_order_number,skip_existing,2026051,KEMBA Financial Credit Union,443 W Main Street,010e3657-aa0a-4906-8188-ab07a894991a,2026051,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,41
exact_existing_order_number,skip_existing,2026052,IncredibleBank,3542 North Duck Lake Road,a6b789b1-02cd-452a-9949-6a37a5a45bf0,2026052,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,42
exact_existing_order_number,skip_existing,2026053,Sherwood State Bank,576-588 Olds Street,0e472b63-58c0-445e-955b-193e21222119,2026053,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,43
exact_existing_order_number,skip_existing,2026054,Independent Brokers,2466 N Cable Road,d064385a-a062-4d5f-9e60-3fe4abb1d9a2,2026054,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,44
exact_existing_order_number,skip_existing,2026055,State Bank & Trust Co.,1350 N Cable Road,7a2e5258-439b-4829-a462-9f25fc1808f7,2026055,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,45
exact_existing_order_number,skip_existing,2026057,Sherwood State Bank,200 N Defiance Street,e9f78858-2d44-4961-aaa3-363d6f631f30,2026057,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,46
exact_existing_order_number,skip_existing,2026058,Union Bank,12 Property Portfolio,b51844ac-730c-46c1-84fb-0ab816ef6b43,2026058,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,47
exact_existing_order_number,skip_existing,2026061,Union Bank,235 W Indiana Avenue,0d8df33b-de23-48a0-a0f7-af4c3bc13ec6,2026061,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,48
exact_existing_order_number,skip_existing,2026062,Bank 419,13917 State Route 64,33328d28-46cb-4817-80dc-bf694a09d276,2026062,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,49
exact_existing_order_number,skip_existing,2026063,Richwood Banking Company,7779 E Ridge Road,e09a92e8-b095-4011-be19-92fdb10c7e0f,2026063,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,50
exact_existing_order_number,skip_existing,2026064,Richwood Banking Company,883 London Avenue,e0faf42f-5926-42e7-8214-6452b5621cbe,2026064,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,51
exact_existing_order_number,skip_existing,2026068,Union Bank,507 E Kiracofe Street,013c5362-641a-420f-aab4-d50513d226b5,2026068,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,52
exact_existing_order_number,skip_existing,2026069,Michael Cousino,2 Perrysburg Appraisals - Eckel & Eckel Junction,9c3d0d49-dfa6-4835-9993-83a811e81c21,2026069,AMC SMOKE - DO NOT USE Client Portal Demo Lender,falcon_2026_orders_enriched_review.csv,53
