action,reason,order_number,source_file,source_row,client_name,normalized_client_name,client_action,existing_client_id,property_address,city,state,year,status,property_type,fee,ordered_date,inspection_date,completed_date,appraiser_source_name,appraiser_action,appraiser_user_id,reviewer_source_name,reviewer_action,reviewer_user_id,target_operations_scope,import_source,import_batch,existing_order_id,existing_order_number,existing_client_name,confidence,evidence_notes
skip_existing,exact_existing_order_number,2025490,falcon_2025_orders_enriched_review.csv,292,Union Bank,Union Bank,reuse,6,209 W. Sycamore Street,Columbus Grove,OH,2025,completed,Retail,1300,2025-11-25,2025-12-03,2025-12-09,Jon Diller,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,cf391ce7-e904-4196-9c24-098cea23db10,2025490,The Union Bank Company,High - Order Book validated,validated/enriched from Order Book row 980 via exact_order_number
skip_existing,exact_existing_order_number,2025491,falcon_2025_orders_enriched_review.csv,293,Genoa Banking Company,Genoa Banking Company,reuse,101,7055-7113 S. Westnedge Avenue,Portage,MI,2025,completed,Retail,2100,2025-11-26,,2025-12-12,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,20f4c5f4-0b1d-4811-b745-01e209463f96,2025491,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 982 via exact_order_number
skip_existing,exact_existing_order_number,2025492,falcon_2025_orders_enriched_review.csv,294,Directions Credit Union,Directions Credit Union,reuse,12,4239 Lewis Avenue,Toledo,OH,2025,completed,Multifamily,1200,2025-11-28,,2025-12-11,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,218c5904-55c9-464f-98b1-7a89c3ce462f,2025492,Directions Credit Union,High - Order Book validated,validated/enriched from Order Book row 984 via exact_order_number
skip_existing,exact_existing_order_number,2025493,falcon_2025_orders_enriched_review.csv,295,Mark Miller,Mark Miller,reuse,20,794 Bennett Road,Coldwater,MI,2025,completed,Residential,750,2025-11-26,,2025-12-15,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,32861dcf-ca9e-4c6d-ad2d-32da189a47af,2025493,Mark Miller,High - Order Book validated,validated/enriched from Order Book row 986 via exact_order_number
skip_existing,exact_existing_order_number,2025494,falcon_2025_orders_enriched_review.csv,296,KEMBA Financial Credit Union,KEMBA Financial Credit Union,reuse,35,398-404 S. Central Avenue,Columbus,OH,2025,completed,Multifamily,1800,2025-11-28,,2025-12-15,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,2e9807d5-a16e-4ec1-a47d-aded43d7acad,2025494,KEMBA Financial Credit Union,High - Order Book validated,validated/enriched from Order Book row 988 via exact_order_number
skip_existing,exact_existing_order_number,2025495,falcon_2025_orders_enriched_review.csv,297,George Reiser,George Reiser,reuse,93,Multiple Parcels,Wood County,OH,2025,completed,Land,2200,2025-11-25,,2025-12-16,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,e20db354-6549-4971-b73f-1ad13b761ec2,2025495,George Reiser,High - Order Book validated,validated/enriched from Order Book row 990 via exact_order_number
skip_existing,exact_existing_order_number,2025501,falcon_2025_orders_enriched_review.csv,298,Jeremy Coakley,Jeremy Coakley,reuse,91,534 W Laskey Road,Toledo,OH,2025,completed,Industrial,1500,2025-12-01,,2025-12-15,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,bebf8ba4-80fc-4501-ac42-5592ed0c4225,2025501,Jeremy Coakley,High - Order Book validated,validated/enriched from Order Book row 1002 via exact_order_number
skip_existing,exact_existing_order_number,2025502,falcon_2025_orders_enriched_review.csv,299,Cary Long,Cary Long,reuse,27,King Road,Middleton Township,OH,2025,completed,Land,1700,2025-12-02,,2025-12-23,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,e3dd3d8e-26a6-4e00-81c0-5dd0dbda1600,2025502,Cary Long,High - Order Book validated,validated/enriched from Order Book row 1004 via exact_order_number
skip_existing,exact_existing_order_number,2025503,falcon_2025_orders_enriched_review.csv,300,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,1038 W High Street,Bryan,OH,2025,completed,Mixed Use,1400,2025-12-02,,2025-12-15,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,d2aa0ed9-6e4c-4d40-ab31-3a38e7bce288,2025503,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 1006 via exact_order_number
skip_existing,exact_existing_order_number,2025505,falcon_2025_orders_enriched_review.csv,301,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,1607 W High Street,Bryan,OH,2025,completed,Office,1700,2025-12-04,,2025-12-22,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,cb33ebc1-4e7c-4336-b867-f11a2956ebe7,2025505,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 1010 via exact_order_number
skip_existing,exact_existing_order_number,2025506,falcon_2025_orders_enriched_review.csv,302,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,100 E Kiracofe Avenue,Elida,OH,2025,completed,Retail,1400,2025-12-05,,2025-12-31,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,46f0a078-8e18-4a5d-9f42-e5f5d483b174,2025506,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 1012 via exact_order_number
skip_existing,exact_existing_order_number,2025507,falcon_2025_orders_enriched_review.csv,303,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,1350 N Cable Road,Lima,OH,2025,completed,Retail,1400,2025-12-05,,2025-12-30,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,f04f7d17-1aa5-44e1-a8fa-3b4a962564fe,2025507,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 1014 via exact_order_number
skip_existing,exact_existing_order_number,2025508,falcon_2025_orders_enriched_review.csv,304,Union Bank,Union Bank,reuse,6,851 State Route 103,Bluffton,OH,2025,completed,Mixed Use,1300,2025-12-05,,2025-12-22,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,909e9617-9e3c-4e13-b810-c9b62ba60c87,2025508,The Union Bank Company,High - Order Book validated,validated/enriched from Order Book row 1016 via exact_order_number
skip_existing,exact_existing_order_number,2025509,falcon_2025_orders_enriched_review.csv,305,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,1635 S McCord Road,Holland,OH,2025,completed,Multifamily,1300,2025-12-08,,2025-12-18,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,d2fd7eb2-a7aa-4946-8eaf-265c7bb91f95,2025509,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 1018 via exact_order_number
skip_existing,exact_existing_order_number,2025510,falcon_2025_orders_enriched_review.csv,306,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,5454 Airport Highway,Toledo,OH,2025,completed,Office,1000,2025-12-08,,2025-12-22,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,4814ac60-4891-4595-b69d-9210f5da0dcd,2025510,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 1020 via exact_order_number
skip_existing,exact_existing_order_number,2025511,falcon_2025_orders_enriched_review.csv,307,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,5444 Airport Highway,Toledo,OH,2025,completed,Retail,1000,2025-12-08,,2025-12-22,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,98fc3d94-bbf7-4fa9-b927-7c085f4db7bf,2025511,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 1022 via exact_order_number
skip_existing,exact_existing_order_number,2025513,falcon_2025_orders_enriched_review.csv,308,Union Bank,Union Bank,reuse,6,1190 E. Kibby Street,Lima,OH,2025,completed,Industrial,1450,2025-12-09,,2025-12-29,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,68ef9a3e-e1c0-48b9-8925-d620debff817,2025513,The Union Bank Company,High - Order Book validated,validated/enriched from Order Book row 1026 via exact_order_number
skip_existing,exact_existing_order_number,2025514,falcon_2025_orders_enriched_review.csv,309,Union Bank,Union Bank,reuse,6,906 W. Lima Street,Kenton,OH,2025,completed,Industrial,1450,2025-12-09,,2025-12-30,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,f7bfffe4-d7a4-490d-9288-f5122921b51a,2025514,The Union Bank Company,High - Order Book validated,validated/enriched from Order Book row 1028 via exact_order_number
skip_existing,exact_existing_order_number,2025515,falcon_2025_orders_enriched_review.csv,310,Fair Rental Values,Fair Rental Values,reuse,8,"41 Country Club Dr, Bldg. 3",Longview,WA,2025,completed,Special Purpose,2300,2025-12-09,,2026-01-02,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,8138c44f-ebcc-4a08-bee9-12054742b7b7,2025515,Fair Rental Values,High - Order Book validated,validated/enriched from Order Book row 1030 via exact_order_number
skip_existing,exact_existing_order_number,2025516,falcon_2025_orders_enriched_review.csv,311,KEMBA Financial Credit Union,KEMBA Financial Credit Union,reuse,35,3204-3254 Summerhill Lane,Hilliard,OH,2025,completed,Multifamily,2300,2025-12-03,,2025-12-17,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,41ad5151-e2e8-45a5-a1c2-dece72b2e745,2025516,KEMBA Financial Credit Union,High - Order Book validated,validated/enriched from Order Book row 1032 via exact_order_number
skip_existing,exact_existing_order_number,2025517,falcon_2025_orders_enriched_review.csv,312,KEMBA Financial Credit Union,KEMBA Financial Credit Union,reuse,35,100 McMillen Avenue,Columbus,OH,2025,completed,Multifamily,1800,2025-12-10,,2025-12-24,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,b2afd732-46fd-4945-af50-9d82e8fc3175,2025517,KEMBA Financial Credit Union,High - Order Book validated,validated/enriched from Order Book row 1034 via exact_order_number
skip_existing,exact_existing_order_number,2025518,falcon_2025_orders_enriched_review.csv,313,Civista Bank,Civista Bank,reuse,133,601 Monroe Street,Toledo,OH,2025,completed,Retail,1800,2025-12-10,,2025-12-23,,blank,,,blank,,internal_operations,Historical Import,2025_2026,8ee00a2f-58af-4026-8ec8-f92c7764ce0a,2025518,Civista Bank,High - Order Book validated,validated/enriched from Order Book row 1036 via exact_order_number
skip_existing,exact_existing_order_number,2025519,falcon_2025_orders_enriched_review.csv,314,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,402 E Washington Street,Napoleon,OH,2025,completed,Retail,1300,2025-12-10,2025-12-16,2025-12-26,MS,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,,blank,,internal_operations,Historical Import,2025_2026,3ca04b1b-14cc-4775-b427-db5c26b3c99e,2025519,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 1038 via exact_order_number
skip_existing,exact_existing_order_number,2025520,falcon_2025_orders_enriched_review.csv,315,Genoa Banking Company,Genoa Banking Company,reuse,101,2017 W Sylvania Avenue,Toledo,OH,2025,completed,Retail,950,2025-12-10,,2025-12-19,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,b610d0d3-7dc6-48a0-91c1-51de774649dc,2025520,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 1040 via exact_order_number
skip_existing,exact_existing_order_number,2025521,falcon_2025_orders_enriched_review.csv,316,Mr. Dan Wott,Mr. Dan Wott,reuse,115,12855 Eckel Junction Road,Perrysburg,OH,2025,completed,Office,900,2025-12-11,,2025-12-19,CD,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,5d15a18c-971c-4a73-97ce-29dd96fff3ab,2025521,Mr. Dan Wott,High - Order Book validated,validated/enriched from Order Book row 1042 via exact_order_number
skip_existing,exact_existing_order_number,2025523,falcon_2025_orders_enriched_review.csv,317,Ms. Lynn Phillips,Ms. Lynn Phillips,reuse,45,1946 N 13th Street,Toledo,OH,2025,completed,Office,1800,2025-12-12,,2025-12-29,CR,reuse,03d77e1f-00e7-4665-b90e-608c5422d747,,blank,,internal_operations,Historical Import,2025_2026,1ddcdad1-96e9-4873-9415-8916b45da1e3,2025523,Ms. Lynn Phillips,High - Order Book validated,validated/enriched from Order Book row 1046 via exact_order_number
skip_existing,exact_existing_order_number,2025524,falcon_2025_orders_enriched_review.csv,318,Union Bank,Union Bank,reuse,6,206 N Main Street,Ada,OH,2025,completed,Mixed Use,1450,2025-12-12,,2025-12-30,Debbie Hollon,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,884349a8-5963-48e6-814f-cb1c0b8698cd,2025524,The Union Bank Company,High - Order Book validated,validated/enriched from Order Book row 1048 via exact_order_number
skip_existing,exact_existing_order_number,2025525,falcon_2025_orders_enriched_review.csv,319,Genoa Banking Company,Genoa Banking Company,reuse,101,925 W Lakeshore Drive,Port Clinton,OH,2025,completed,Special Purpose,1600,2025-12-12,,2025-12-26,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,18cd4f9e-1b09-40d8-b2c8-0ba10f06ed90,2025525,Genoa Banking Company,High - Order Book validated,validated/enriched from Order Book row 1050 via exact_order_number
skip_existing,exact_existing_order_number,2025529,falcon_2025_orders_enriched_review.csv,320,State Bank & Trust Co.,State Bank & Trust Co.,reuse,92,0 County Rd 7,Edon,OH,2025,completed,Land,1200,2025-12-08,,2025-12-26,PC,reuse,66f13669-85c0-4842-89e2-bd792db17b2a,,blank,,internal_operations,Historical Import,2025_2026,2a689688-c959-47f0-b79e-68458f8118c4,2025529,State Bank & Trust Co.,High - Order Book validated,validated/enriched from Order Book row 1060 via exact_order_number
skip_existing,exact_existing_order_number,238836,falcon_2025_orders_enriched_review.csv,321,WesBanco Bank,WesBanco Bank,reuse,104,521 & 525 S. Walnut Street,Bryan,OH,2025,completed,Multifamily,1450,2025-08-13,2025-08-27,2025-09-09,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,Scott Tranter,mapping_needed,,internal_operations,Historical Import,2025_2026,2d2aa5f3-323e-4db2-8ff8-0fc17ad66700,238836,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 650 via unique_address_match
skip_existing,exact_existing_order_number,239742,falcon_2025_orders_enriched_review.csv,322,WesBanco Bank,WesBanco Bank,reuse,104,27068 Hoffman Road,Defiance,OH,2025,completed,Land,1400,2025-10-02,,2025-10-15,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,Scott Tranter,mapping_needed,,internal_operations,Historical Import,2025_2026,cfaca114-7606-4eea-8806-4314eea75af8,239742,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 828 via unique_address_match
skip_existing,exact_existing_order_number,240127,falcon_2025_orders_enriched_review.csv,323,WesBanco Bank,WesBanco Bank,reuse,104,6700 Road 5,Leipsic,OH,2025,completed,Industrial,1500,2025-12-04,,2025-12-16,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,Scott Tranter,mapping_needed,,internal_operations,Historical Import,2025_2026,31065042-52b7-4e23-bdb5-49bc83d5a111,240127,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 1008 via unique_address_match
skip_existing,exact_existing_order_number,240331,falcon_2025_orders_enriched_review.csv,324,WesBanco Bank,WesBanco Bank,reuse,104,90 State Route 103,Bluffton,OH,2025,completed,Industrial,1200,2025-10-16,2025-10-22,2025-10-28,TC,mapping_needed,,Scott Tranter,mapping_needed,,internal_operations,Historical Import,2025_2026,db67829f-f275-4da9-9c77-1d18f9a104c2,240331,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 858 via unique_address_match
skip_existing,exact_existing_order_number,25-000074-01,falcon_2025_orders_enriched_review.csv,325,Citizens National Bank,Citizens National Bank,reuse,116,2716 N Main Street,Findlay,OH,2025,completed,Retail,1700,2025-03-05,2025-03-12,2025-03-25,MS,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,Andrew Bils,mapping_needed,,internal_operations,Historical Import,2025_2026,adde90ec-02e7-4682-9305-923d64a4cfa9,25-000074-01,Citizens National Bank,High - promoted from rejected,validated/enriched from Order Book row 186 via unique_address_match
skip_existing,exact_existing_order_number,25-000298-01,falcon_2025_orders_enriched_review.csv,326,Citizens National Bank,Citizens National Bank,reuse,116,125 East Buckeye Street,Ada,OH,2025,completed,Mixed Use,1350,2025-08-21,2025-08-29,2025-09-04,TC,mapping_needed,,Andrew Bils,mapping_needed,,internal_operations,Historical Import,2025_2026,b82537c8-d14d-4c46-86cf-a8134687335d,25-000298-01,Citizens National Bank,High - Order Book validated,validated/enriched from Order Book row 706 via unique_address_match
skip_existing,exact_existing_order_number,25-000323-01,falcon_2025_orders_enriched_review.csv,327,Citizens National Bank,Citizens National Bank,reuse,116,531 West Kibby Street,Lima,OH,2025,completed,Retail,1400,2025-09-18,2025-09-25,2025-09-30,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,Taylor Giesige,mapping_needed,,internal_operations,Historical Import,2025_2026,f9f499c7-3db1-4fcb-981e-bf64711a40e2,25-000323-01,Citizens National Bank,High - Order Book validated,validated/enriched from Order Book row 802 via unique_address_match
skip_existing,exact_existing_order_number,25-000404-01,falcon_2025_orders_enriched_review.csv,328,Citizens National Bank,Citizens National Bank,reuse,116,0 CR 96,Macomb,OH,2025,completed,Land,1100,2025-11-19,,2025-12-03,TC,mapping_needed,,Taylor Giesige,mapping_needed,,internal_operations,Historical Import,2025_2026,ce90b4f5-fc26-4a4f-a792-db508efa7c8b,25-000404-01,Citizens National Bank,High - Order Book validated,validated/enriched from Order Book row 958 via unique_address_match
skip_existing,exact_existing_order_number,25-000404-02,falcon_2025_orders_enriched_review.csv,329,Citizens National Bank,Citizens National Bank,reuse,116,0 TR 117,Macomb,OH,2025,completed,Land,1200,2025-11-19,,2025-12-03,TC,mapping_needed,,Taylor Giesige,mapping_needed,,internal_operations,Historical Import,2025_2026,9f446ed5-05a1-4a67-886a-0c283d02dbf2,25-000404-02,Citizens National Bank,High - Order Book validated,validated/enriched from Order Book row 960 via unique_address_match
skip_existing,exact_existing_order_number,25-000404-03,falcon_2025_orders_enriched_review.csv,330,Citizens National Bank,Citizens National Bank,reuse,116,0 TR 123,Macomb,OH,2025,completed,Land,1100,2025-11-19,,2025-12-03,TC,mapping_needed,,Taylor Giesige,mapping_needed,,internal_operations,Historical Import,2025_2026,4f7f979d-f40c-404b-9ab5-c8f34c2a860f,25-000404-03,Citizens National Bank,High - Order Book validated,validated/enriched from Order Book row 962 via unique_address_match
skip_existing,exact_existing_order_number,25-000406-01,falcon_2025_orders_enriched_review.csv,331,Citizens National Bank,Citizens National Bank,reuse,116,7398 Road Q,Columbus Grove,OH,2025,completed,Land,1700,2025-11-20,,2025-12-08,Billing Fee,mapping_needed,,Taylor Giesige,mapping_needed,,internal_operations,Historical Import,2025_2026,65bbbec1-2abb-4f30-ba16-6b6e2b09affd,25-000406-01,Citizens National Bank,High - promoted from rejected,validated/enriched from Order Book row 966 via unique_address_match
skip_existing,exact_existing_order_number,25-000579-01,falcon_2025_orders_enriched_review.csv,332,Farmers & Merchants State Bank,Farmers & Merchants State Bank,reuse,94,13600 County Road 27,Fayette,OH,2025,completed,Industrial,1100,2025-08-04,2025-08-08,2025-08-18,MS,reuse,7aa98dab-85df-4923-b5b1-955ea1b5093d,Kelly Culler,mapping_needed,,internal_operations,Historical Import,2025_2026,893eec13-82c9-4022-b88d-93d4749510c4,25-000579-01,Farmers & Merchants State Bank,High - Order Book validated,validated/enriched from Order Book row 630 via unique_address_match
skip_existing,exact_existing_order_number,500,falcon_2025_orders_enriched_review.csv,333,WesBanco Bank,WesBanco Bank,reuse,104,1024 Heritage Trail,Ottawa,OH,2025,completed,Industrial,1375,2025-08-11,,2025-08-22,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,Scott Tranter,mapping_needed,,internal_operations,Historical Import,2025_2026,08cfc65b-9388-4267-a873-6b82d53ae69a,500,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 648 via unique_address_match
skip_existing,exact_existing_order_number,OH32020250023,falcon_2025_orders_enriched_review.csv,334,Farm Service Agency,Farm Service Agency,reuse,34,Harris Rd,Defiance,OH,2025,completed,Land,,03/05/2025,,03/25/2025,Pamela Casper,reuse,66f13669-85c0-4842-89e2-bd792db17b2a,,blank,,internal_operations,Historical Import,2025_2026,e5abd75e-7a8d-4c26-bd13-61851c61424a,OH32020250023,Farm Service Agency,High - original extraction,Original report extraction retained; no stronger workbook match found
skip_existing,exact_existing_order_number,OH32020250027,falcon_2025_orders_enriched_review.csv,335,Farm Service Agency,Farm Service Agency,reuse,34,13332 Shaffer Road,Swanton,OH,2025,completed,Land,1100,2025-03-21,,2025-04-14,Pamela Casper,reuse,66f13669-85c0-4842-89e2-bd792db17b2a,,blank,,internal_operations,Historical Import,2025_2026,7cea54c9-2e15-4067-a7b0-9f0de60ffe0f,OH32020250027,Farm Service Agency,High - Order Book validated,validated/enriched from Order Book row 238 via unique_address_match
skip_existing,exact_existing_order_number,OH32020250030,falcon_2025_orders_enriched_review.csv,336,Farm Service Agency,Farm Service Agency,reuse,34,County Road T,Fayette,OH,2025,completed,Land,1300,2025-04-30,,05/22/2025,Pamela Casper,reuse,66f13669-85c0-4842-89e2-bd792db17b2a,,blank,,internal_operations,Historical Import,2025_2026,f29bfbb8-2709-41f1-998f-f453c261d67e,OH32020250030,Farm Service Agency,High - Order Book validated,validated/enriched from Order Book row 352 via unique_address_match
skip_existing,exact_existing_order_number,OH32020250033,falcon_2025_orders_enriched_review.csv,337,Farm Service Agency,Farm Service Agency,reuse,34,County Road B,Wauseon,OH,2025,completed,Land,1300,05/22/2025,,06/20/2025,Pamela Casper,reuse,66f13669-85c0-4842-89e2-bd792db17b2a,,blank,,internal_operations,Historical Import,2025_2026,b10b42ff-d6b3-4a96-811b-a0f28d738a82,OH32020250033,Farm Service Agency,High - original extraction,Original report extraction retained; no stronger workbook match found
skip_existing,exact_existing_order_number,OH32020250037,falcon_2025_orders_enriched_review.csv,338,FSA and F&M State Bank,FSA and F&M State Bank,reuse,99,County Road T and County Road 4A,Liberty Center,OH,2025,completed,Land,1300,2025-07-15,2025-07-22,2025-08-14,Pamela Casper,reuse,66f13669-85c0-4842-89e2-bd792db17b2a,,blank,,internal_operations,Historical Import,2025_2026,184a93ed-e54a-4dba-9ba4-08921e7a1590,OH32020250037,FSA and F&M State Bank,High - Order Book validated,validated/enriched from Order Book row 572 via unique_address_match; client name contains multiple parties - review before merge
skip_existing,exact_existing_order_number,OH32020250045,falcon_2025_orders_enriched_review.csv,339,FSA & F&M Bank,FSA & F&M Bank,reuse,134,County Road J,Montpelier,OH,2025,completed,Land,1400,2025-08-15,,2025-09-08,Pamela Casper,reuse,66f13669-85c0-4842-89e2-bd792db17b2a,,blank,,internal_operations,Historical Import,2025_2026,c506f6b3-87fb-4df5-9570-8be42ae1cb97,OH32020250045,FSA & F&M Bank,High - Order Book validated,validated/enriched from Order Book row 672 via unique_address_match; client name contains multiple parties - review before merge
skip_existing,exact_existing_order_number,OH32020250049,falcon_2025_orders_enriched_review.csv,340,FSA & F&M State Bank,FSA & F&M State Bank,reuse,99,US 20 & Co Rd 10,Lyons,OH,2025,completed,Land,1300,2025-09-23,,2025-10-13,Pamela Casper,reuse,66f13669-85c0-4842-89e2-bd792db17b2a,,blank,,internal_operations,Historical Import,2025_2026,eb5138c6-0089-4fd1-93dc-b0ae4e6f51dd,OH32020250049,FSA and F&M State Bank,High - Order Book validated,validated/enriched from Order Book row 806 via unique_address_match; client name contains multiple parties - review before merge
skip_existing,exact_existing_order_number,OH33920250018,falcon_2025_orders_enriched_review.csv,341,Farm Service Agency,Farm Service Agency,reuse,34,Co Rds 201 & 203,Fremont,OH,2025,completed,Land,1400,03/05/2025,,04/03/2025,Pamela Casper,reuse,66f13669-85c0-4842-89e2-bd792db17b2a,,blank,,internal_operations,Historical Import,2025_2026,97f65684-7516-4bc9-af87-4e8277de6294,OH33920250018,Farm Service Agency,High - original extraction,Original report extraction retained; no stronger workbook match found
skip_existing,exact_existing_order_number,OH33920260003,falcon_2025_orders_enriched_review.csv,342,Farm Service Agency,Farm Service Agency,reuse,34,1607 County Road 222,Fremont,OH,2025,completed,Land,1300,2025-12-05,,2025-12-22,Pamela Casper,reuse,66f13669-85c0-4842-89e2-bd792db17b2a,,blank,,internal_operations,Historical Import,2025_2026,aa69a4be-3e09-4f16-bdc2-96ae01937f26,OH33920260003,Farm Service Agency,High - Order Book validated,validated/enriched from Order Book row 1024 via unique_address_match
skip_existing,exact_existing_order_number,OH36920250037,falcon_2025_orders_enriched_review.csv,343,Farm Service Agency,Farm Service Agency,reuse,34,10480 Twp Road 30,Forest,OH,2025,completed,Land,1575,2025-06-24,2025-07-02,2025-07-09,Pamela Casper,reuse,66f13669-85c0-4842-89e2-bd792db17b2a,,blank,,internal_operations,Historical Import,2025_2026,688e3cd4-d2db-443b-9aa0-885e4d098648,OH36920250037,Farm Service Agency,High - Order Book validated,validated/enriched from Order Book row 514 via unique_address_match
skip_existing,exact_existing_order_number,WR,falcon_2025_orders_enriched_review.csv,344,WesBanco Bank,WesBanco Bank,reuse,104,235 W Front Street,Napoleon,OH,2025,completed,Industrial,1100,2025-08-05,,2025-11-13,TC,mapping_needed,,Scott Tranter,mapping_needed,,internal_operations,Historical Import,2025_2026,ecf3f0c4-a52d-42ed-a6a7-0c4b2e0f4e37,WR,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 632 via unique_address_match
skip_existing,exact_existing_order_number,n,falcon_2025_orders_enriched_review.csv,345,WesBanco Bank,WesBanco Bank,reuse,104,Greensburg Twp. Sec. 25 W SW,Ottawa,OH,2025,completed,Land,1300,2025-10-21,,2025-11-04,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,Scott Tranter,mapping_needed,,internal_operations,Historical Import,2025_2026,4fb3f7d4-7210-46e8-a778-b8ca05f135c7,n,WesBanco Bank,High - Order Book validated,validated/enriched from Order Book row 872 via unique_address_match
skip_existing,exact_existing_order_number,2026001,falcon_2026_orders_enriched_review.csv,2,Fair Rental Values,Fair Rental Values,reuse,8,1388 Sportsman Lake Road,Franklin,KY,2026,completed,Industrial,2300,2025-12-12,,2025-12-31,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,c68ebf07-ffc7-4699-a3f1-f55501c35263,2026001,Fair Rental Values,High - Order Book validated,validated/enriched from Order Book row 2 via exact_order_number
skip_existing,exact_existing_order_number,2026002,falcon_2026_orders_enriched_review.csv,3,Fair Rental Values,Fair Rental Values,reuse,8,37101 SE Dunn Road,Sandy,OR,2026,completed,Industrial,2500,2025-12-15,,2026-01-08,KW,reuse,3141c972-a841-4b49-a171-53daa98d029c,,blank,,internal_operations,Historical Import,2025_2026,ffae369f-0b6b-4ef3-9717-51c4bf837b24,2026002,Fair Rental Values,High - Order Book validated,validated/enriched from Order Book row 4 via exact_order_number
skip_existing,exact_existing_order_number,2026003,falcon_2026_orders_enriched_review.csv,4,Middlefield Banking Company,Middlefield Banking Company,reuse,47,302 E Lima Street,Forest,OH,2026,completed,Retail,1400,2025-12-17,,2026-01-05,TC,mapping_needed,,,blank,,internal_operations,Historical Import,2025_2026,57751dfa-e714-4fdc-a434-753718af5c27,2026003,Middlefield Banking Company,High - Order Book validated,validated/enriched from Order Book row 6 via exact_order_number
